微博id,发布者,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
I2t7QfE5V,正安县检察院,正安县检察院:#反暴力护香港#【#香港，我们来守护！#】香港，全球最为繁荣安定的城市之一，如今却在一些暴力示威者的破坏下不得安宁。香港警察忍辱负重，恪尽职守，始终守护着香港的安全；香港各行各业普通市民，也以他们自己的方式，默默地守护着这片他们热爱的土地。@新华网 新华网的秒拍视频  ,无,无,2019-08-16 12:09 ,iPhone客户端,6,2,2
I2t7E4Ua9,旅游新热点,旅游新热点:#5人涉嫌侮辱国旗被香港警方拘捕#侮辱国旗的抓到了！涉嫌扯国旗抛入海中 港警强势出动拘捕5人 旅游新热点的微博视频  ,无,无,2019-08-16 12:09 ,互动互粉Android,42,19,19
I2t7kBTvU,--BETHEL,--BETHEL:🏀嘿宝贝，一起拍篮球吗？今天没流出爱心型的汗ps：锻炼身体 抵制香港废青 中国万岁🇨🇳💪 BETHEL1231的微博视频  ,无,无,2019-08-16 12:08 ,HUAWEI Mate 20 Pro,3,0,0
I2t6UAwa2,氩狐Jactod,氩狐Jactod:#香港永远是中国的一部分# 经典永不过时。 氩狐Jactod的微博视频  ,无,无,2019-08-16 12:07 ,iPhone X,3,0,0
I2t6P1xQR,Hivipered,Hivipered:今天港独废青在澳洲各地旅行反中示威活动，我们自发组织包围了他们，国歌压倒一切邪恶！中国加油！🇨🇳#阿德莱德#  #反暴力救香港大集会# #我们都有一个爱豆名字叫阿中#  Hivipered的微博视频 澳大利亚·阿德莱德  显示地图 ,无,#我们都有一个爱豆名字叫阿中#,2019-08-16 12:07 ,HUAWEI P30 Pro,1321,57,221
I2t6BpJNm,Tea-tia,"Tea-tia:很多香港年轻人都不认为他们是中国人，这一点也不知道谁给他们的优越感。我高中的时候一个香港女的做自我介绍说自己是香港人，然后说香港不属于中国。最后被我骂得跟孙子一样，但是依旧嘴硬╮(￣▽￣"""")╭贼无语。 澳大利亚·珀斯  显示地图 ",无,无,2019-08-16 12:06 ,iPhone X,102,2,59
I2t6xfg3H,小仙女图鉴,小仙女图鉴:#5人涉嫌侮辱国旗被香港警方拘捕# 此时各界公众人物应该站出来，不然香港🇭🇰的经济真的完蛋了。 小仙女图鉴的微博视频  ,无,无,2019-08-16 12:06 ,热搜推荐iPhone 8,6,0,1
I2t6lrazG,东方女股侠,东方女股侠:退休后#李嘉诚发声# 真的不如不发声，尤其是针对这次#香港暴力事件# ，还什么因什么果的，你到底想表达什么呢？刚刚事件发酵初期你怎么不发声？关于部分香港年轻民众之所以成为今日的#香港愤青# ，究其原因你难道心里不清楚吗！刮了香港的民脂民膏转移到欧美国家，而留下今日被掏空的香港便是因，特别是香港市民要明白谁犯的原罪…… http://t.cn/EqqOOGP  原图 ,无,无,2019-08-16 12:06 ,华为P20Pro真皮限量版,0,2,2
I2t5xb5rU,丹东网警巡查执法,丹东网警巡查执法:【#香港各界支持止暴制乱#，一起守护香港】从学生到记者，从企业家到艺人，从政府到市民，甚至外国人，面对暴行，越来越多的人站了出来，向暴力说“不”。狮子山下，同舟共济。守护法治精神，守护所有人珍视的理性与和平。@人民日报人民日报的秒拍视频  ,无,无,2019-08-16 12:04 ,360安全浏览器,7,0,0
I2t5uxBty,申正焕,申正焕:坐标：澳大利亚·阿德莱德，废青来了！#5人涉嫌侮辱国旗被香港警方拘捕# 申正焕的微博视频  ,无,无,2019-08-16 12:03 ,iPhone客户端,135,14,28
I2t5rAOYp,香港记录者,香港记录者:如果你不想做中国人，请你离开中国人的地方！#反暴力护香港##5人涉嫌侮辱国旗被香港警方拘捕# 香港记录者的微博视频  ,无,无,2019-08-16 12:03 ,记录香港用Android,170,6,8
I2t5rfTNw,郑西说事,郑西说事:#驻英大使记者会播香港局势短片#驻英大使刘晓明就香港问题举行发布会，谴责香港发生的暴力事件 Myanmar白面书生的微博视频  ,无,无,2019-08-16 12:03 ,微博云剪,8,2,0
I2t4Kqni1,小仙女图鉴,小仙女图鉴:#香港各界支持止暴制乱#美国亚马逊公开售卖“港独T桖”于是中国网游做了一件事～ 小仙女图鉴的微博视频  ,无,无,2019-08-16 12:02 ,热搜推荐iPhone 8,21,1,10
I2t4JvW8E,Ls神秘的作词人,Ls神秘的作词人:第一批东北人赴香港参加活动，估计香港人听不懂东北大哥的脏话🤬，香港话，估计东北人也听不懂吧，唯一交流方式还是普通话的中文，都是同胞，傻港愤青。#我也支持香港警察##英国老爷爷怒斥香港暴力示威者##14亿人撑香港# 日本·大阪 Ls神秘的作词人的微博视频  显示地图 ,无,#14亿人撑香港#,2019-08-16 12:02 ,iPhone客户端,30,0,0
I2t4zfC91,Myanmar白面书生,Myanmar白面书生:#驻英大使记者会播香港局势短片#驻英大使刘晓明就香港问题举行发布会，谴责香港发生的暴力事件 Myanmar白面书生的微博视频  ,无,无,2019-08-16 12:01,无,2,1,1
I2tcyujne,第一财经日报,第一财经日报:【沽空机构指控澳优夸大奶粉销售收入，股价暴跌20%后停牌】沽空机构杀人鲸资本（Blue Orca Capital）针对香港上市公司澳优乳业，发布长达41页沽空报告，列举澳优的5大问题。1.婴幼儿配方奶粉中国区销售额虚报 52%2.误导中国消费者3.低报人工费用4.在对云养邦香港的所有权上说谎5.与高管秘密控制的分销商进行关联交易澳优股价暴跌20%后停牌，杀人鲸资本给予澳优5.78港元目标价，澳优停牌前报9.73港元，即股价仍有40%下跌空间。 http://t.cn/AiHWrVPO ,无,无,2019-08-16 12:21 ,iPhone客户端,14,2,2
I2tcfeggp,新浪军事,新浪军事:【央视：起底“现代吴三桂”李柱铭 挟洋自重一定会被钉到历史耻辱柱上】香港暴乱分子越发猖狂，西方势力的介入也日趋公开，这种介入离不开一批汉奸配合，李柱铭这个“现代吴三桂”，就是汉奸典型。@小央视频 http://t.cn/AiHlPg0g #5人涉嫌侮辱国旗被香港警方拘捕# #驻英大使记者会播香港局势短片# #我们都有一个爱豆名字叫阿中# ,无,无,2019-08-16 12:20 ,微博 weibo.com,1813,225,128
I2tcb7uZn,Myanmar白面书生,Myanmar白面书生:#5人涉嫌侮辱国旗被香港警方拘捕#香港示威者76次包围或袭击警署 警方迄今共拘748人 Myanmar白面书生的微博视频  ,无,无,2019-08-16 12:20,无,21,0,1
I2tc41ov7,李俊辰__,李俊辰__:中国香港国际机场快闪！！短暂而幸福的视听享受！我爱中国！ 李俊辰__的微博视频  ,无,无,2019-08-16 12:20 ,微博云剪,10,5,1
I2tc3qFbb,勇者回归2208,勇者回归2208:深圳春茧体育馆！离最近的口岸叫深圳湾口岸，大概过去3-5分钟！到香港只用过一座桥！从出发到到达香港10分钟！ 勇者回归2208的微博视频  ,无,无,2019-08-16 12:20,无,24,5,5
I2tc1kI97,路上见到风,路上见到风:爱国无罪，大叔我们挺你#我爱中国# #守护香港# #还香港安宁# 路上见到风的微博视频  ,无,无,2019-08-16 12:20 ,微博视频,10,0,0
I2tbKdXfR,东南快报,东南快报:【#香港一人茶餐厅女老板#：#撑警我200%不后悔#】香港银龙茶餐厅因老板、伙计、厨师等都由一人承担，得名“一人茶餐厅”。6月30日老板李凯瑚开始参加撑警活动，撑警标语贴在墙上。一些示威人士发现，对她骚扰诋毁，餐厅也在美食平台上出现大量负面评价。这家经营了51年的餐厅生意额骤然下降。但李凯瑚却说：“200%不后悔(撑警)。我出来撑的是善良的守护香港的警察，全香港也好，全世界也好，核心价值最重要是和谐，我们要站在自己的良心上做事。”@中新视频 http://t.cn/AiHO1Okx ,无,无,2019-08-16 12:19 ,Android,29,9,3
I2tbJChTx,义勇军--鬼谷子,义勇军--鬼谷子:有些人想在青年的中国人搞颜革 ，你们别做梦了！ 人民日报的秒拍视频  ,无,无,2019-08-16 12:19 ,微博 weibo.com,55,12,5
I2tbsdKre,呦呦旅游网,呦呦旅游网:难怪最近两天废青不敢搞事，原来是香港法律在禁令下还去机场破坏最好判终身监禁 呦呦旅游网的微博视频  ,无,无,2019-08-16 12:18 ,Android客户端,12,0,0
I2tbo3wQQ,你不知道的地球,你不知道的地球:#旅行日记#【旅行】一起去香港探秘航拍香港牛尾洲一起感受大自然的力量 你不知道的地球的微博视频  ,无,无,2019-08-16 12:18 ,微博网页,1,0,0
I2t19knXV,香港记录者,香港记录者:香港人，回归前100多年英国人让你选过港督吗？#反暴力护香港##5人涉嫌侮辱国旗被香港警方拘捕# 香港记录者的微博视频  ,无,无,2019-08-16 11:53 ,记录香港用Android,282,35,13
I2t09yYJ5,等小胡仙下凡尘,等小胡仙下凡尘:#中国[超话]#来看看这段台词，这不就是现在美国对香港所使用的手段？  [组图共4张] 原图 ,无,无,2019-08-16 11:50 ,中国超话,57,7,17
I2t01zlwq,我爱掸东,我爱掸东:为这位大哥打call！！！#驻港公署批驳美媒世界警察##驻英大使记者会播香港局势短片#  逗你玩系列的微博视频  ,无,无,2019-08-16 11:50 ,HUAWEI Mate 20 Pro,178,3,4
I2t012ZgU,新浪军事,新浪军事:【中国驻英大使反问英媒：英国会允许极端分子冲击议会？英国会允许用致命武器袭警？】当地时间周四，中国驻英国大使馆在伦敦召开中外记者会，驻英大使刘晓明在会上严正声明:“香港是中国的香港，香港事务绝不容外国插手”，同时反问英国媒体“英国会允许极端激进分子冲击议会、破坏议会设施而逍遥法外吗？英国会允许用致命武器袭击警察、烧毁警署而不受惩罚吗？英国会允许暴徒打着所谓民主的幌子占领机场、堵塞交通、破坏社会秩序、威胁民众生命财产安全吗？”，戳视频，看看什么叫做掷地有声！(@中国日报 )http://t.cn/AiHpTTue #驻英大使记者会播香港局势短片##5人涉嫌侮辱国旗被香港警方拘捕# #李嘉诚发声# #我们都有一个爱豆名字叫阿中# ,无,无,2019-08-16 11:50 ,微博 weibo.com,9317,1109,469
I2sZap08O,宜昌市优抚医院,宜昌市优抚医院:#湖北警察为香港警察加油# 14亿同胞始终是你们最坚实的后盾！ 我在湖北宜昌，为香港警察同行加油！ 挺警队，惩暴徒，护香港，保安宁！ @中国长安网 @湖北政法 @平安湖北 @平安宜昌 #我也支持香港警察#  宜昌市优抚医院的微博视频  ,无,无,2019-08-16 11:48 ,微博视频,6,5,6
I2sYND0PG,人民力量,人民力量:为什么香港明星没站出来？王晶说出了真相：他们怕香港传媒。王晶又说：作为一个中国人，对这种汉奸我绝不松手！评：赚钱归赚钱，大是大非要拎得清，戳右下支持王晶！  人民力量的微博视频  ,无,无,2019-08-16 11:47 ,微博视频,31,5,0
I2sYrcOzs,·夹心时盏·,·夹心时盏·:#驻英大使记者会播香港局势短片#美国到底有多坏这个视频必看！ 美国民主基金会每年追着乱港分子问：我们可以提供什么帮助？还把中国分为4部分，仅2018年就有650w美元用于支持中国的异见 极端主义分子和分裂主义公然干涉别国内政，扰乱各国秩序，美国简直丧心病狂   叁爱好的微博视频  ,无,无,2019-08-16 11:46 ,⭕️🚀iPhone 6s Plus(土豪金),116,99,18
I2sYljLFb,娱乐噼啪点,娱乐噼啪点:#反暴力护香港##香港市民发起联署声明# 香港福建社团联会荣誉顾问解释何谓“人若犯我，我必自卫” Myanmar白面书生的微博视频  ,无,无,2019-08-16 11:46 ,微博云剪,33,2,1
I2sY7phFj,焦点热搜,焦点热搜:网友投稿:实在看不下去，乘务员正常查票被爆粗，女乘务员发飙 焦点热搜的微博视频  #香港一人茶餐厅女老板#  ,无,无,2019-08-16 11:45 ,微博热点Android,227,29,90
I2sY3hM9S,风平浪静真诚到永远,风平浪静真诚到永远:香港机场高管探望并送上总裁致歉信：对付国豪遭遇万分歉意 风平浪静真诚到永远的微博视频  ,无,无,2019-08-16 11:45 ,华为手机,1,0,0
I2sYljLFb,娱乐噼啪点,娱乐噼啪点:#反暴力护香港##香港市民发起联署声明# 香港福建社团联会荣誉顾问解释何谓“人若犯我，我必自卫” Myanmar白面书生的微博视频  ,无,无,2019-08-16 11:46 ,微博云剪,33,2,1
I2sY7phFj,焦点热搜,焦点热搜:网友投稿:实在看不下去，乘务员正常查票被爆粗，女乘务员发飙 焦点热搜的微博视频  #香港一人茶餐厅女老板#  ,无,无,2019-08-16 11:45 ,微博热点Android,227,29,90
I2sY3hM9S,风平浪静真诚到永远,风平浪静真诚到永远:香港机场高管探望并送上总裁致歉信：对付国豪遭遇万分歉意 风平浪静真诚到永远的微博视频  ,无,无,2019-08-16 11:45 ,华为手机,1,0,0
I2sXFkNxZ,娱乐噼啪点,娱乐噼啪点:#5人涉嫌侮辱国旗被香港警方拘捕#【香港警方已拘捕5名涉嫌机场非法集会的嫌疑人】8月14日，香港警方召开记者会表示，已拘捕5名涉嫌在香港国际机场非法集会的男性嫌疑人，年龄在17~28之间，其中两名嫌疑人涉嫌袭警和藏有攻击性武器。警方向媒体展示了激进示威者实施暴行的录像回放 江苏卫视新闻眼的微博视频  ,无,无,2019-08-16 11:44 ,微博云剪,4,1,0
I2sWFB5Hd,彭俊岳,彭俊岳:“香港市民李嘉诚”首度发声 以爱之义 止息怒愤#李嘉诚发声# 彭俊岳的微博视频  ,无,无,2019-08-16 11:42 ,HUAWEI Mate 9 Pro,3,2,8
I2sWE8unM,鳳凰禮品,鳳凰禮品:@凤凰卫视黃橙子 #鳳凰衛視##清明上河圖3.0數碼藝術香港展# 鳳凰禮品的微博视频  ,无,无,2019-08-16 11:42 ,iPhone客户端,5,0,1
I2sWBqMJr,娥眉一笑最倾城,娥眉一笑最倾城:#宋茜ins#发声：我爱中国，我爱香港，香港是中国的香港！好样的！ 娥眉一笑最倾城的微博视频  ,无,无,2019-08-16 11:42 ,微博网页,9,0,0
I2sWxjAcu,京城最Lovely,京城最Lovely:#5人涉嫌侮辱国旗被香港警方拘捕#香港废青甘当港独走狗，就不能好好反思么？我很想问问李铭柱被一帮追着骂叛国贼，汉奸是什么心情，和平盛世，土都埋到脖子了。 京城最Lovely的微博视频  ,无,无,2019-08-16 11:41 ,微博会员限量版,87,12,2
I2sWbqzFd,归尘于野-,归尘于野-:#5人涉嫌侮辱国旗被香港警方拘捕# 今天在神农架玩，一群伯伯阿姨们在神农顶歌唱，面对祖国的山河自豪之情溢于言表，对比香港的废青们辱国，实在悲哀 归尘于野-的微博视频  ,无,无,2019-08-16 11:41 ,OPPO Reno Z,95,2,0
I2sVWF9YV,长春说事,长春说事:#同城报料[超话]##5人涉嫌侮辱国旗被香港警方拘捕##5人涉嫌侮辱国旗被香港警方拘捕#煽动近三千人瘫痪香港！幕后黑手曝光！他赴美卖港求荣！这么小的年龄，干这些事，真是缺少管教！ 万氏的微博视频  ,无,无,2019-08-16 11:40 ,同城报料超话,15,4,11
I2sVb5ZIh,王立明同学,王立明同学:#中国[超话]# #守护香港# #饭圈女孩爆笑怼香港废青# 感谢@荷倚苼逍客 的图片        一毕业就要有楼！废青你来东北著名城市—鹤岗啊，3万人民币就搞定！就怕打的你拉屎都喊疼！         40岁可以退休，政府养到过世！这更简单！到四十岁，“一瓶”就够了。直接永恒“养老”！          最低工资五万！ 这个也可以！你去吧埃博拉病毒全部搞定！包你月薪50万+        50万的车！港独废青你们需要50万冥币！的车吗，”纸糊“的适合你们！          包办礼金，酒席！这个很难了，就尼玛币的长的跟猴子似的！哪个女人家里会倒贴你们这群越裔狗！！        自由放假，自由犯罪！这个也可以啊！你来大陆都满足你们这群“猴子“！！ 原图 ,无,无,2019-08-16 11:38 ,微博 weibo.com,3,1,2
I2sVb7nva,博山检察,博山检察:【香港警方：已拘捕748人 警署受到76次包围和袭击 】 8月15日香港警方召开记者会，公布最近行动的最新进展。警方表示自6月9日至8月14日，示威者前后共76次包围或袭击警署；共177名警务人员受伤；警方共拘捕748人，当中115人被检控。燃新闻的秒拍视频  燃新闻的秒拍视频  ,无,无,2019-08-16 11:38 ,HUAWEI Mate 9,1,0,0
I2sUT3NKz,雨天決行--,雨天決行--:#中国[超话]# 分享一个小姐妹@世间从未如乐园 制作的关于近期香港的视频 大家请坚定立场 视频也可以发去ins fb 推等平台#我也支持香港警察# 🇨🇳#香港是中国的香港# 雨天決行--的微博视频  ,无,无,2019-08-16 11:37 ,中国超话,69,16,28
I2sULnqoq,兰州公安交警,兰州公安交警:【付国豪出院：幸运没受致命伤，表示依然爱香港】今天中午12:20，环球网记者付国豪出院并接受采访，精神状态不错！他表示依然爱香港。现场还有香港市民前来迎接，并送上鲜花。#付国豪真汉子#！ 这视频的秒拍视频  ,无,无,2019-08-16 11:37 ,微博云剪,3,0,0
I2sUfatpd,军武季,军武季:【在内地发生的辱华行为至少按寻衅滋事罪一律重处，以遏制歪风邪气！】昨天从广州去往香港西九龙的G6507次高铁上，16车厢5D一名废青不配合工作人员检查车票，还喊滚回中国！这个寻衅滋事辱骂中国宣扬仇恨中国的人不该被追查定罪吗？ 中山市一院大脑科主任的微博视频  ,无,无,2019-08-16 11:36 ,阿季专享版Android,1271,247,449
I2sTW05M0,夏雨荷的刀,夏雨荷的刀:沉默的证人(2019)[星星][星星][星星][星星][星星]，刚看了十点的场，紧张刺激中又带着点幽默，任贤齐和张家辉都是很喜欢的香港演员，这次还有杨紫的出演，我看到了不一样的杨紫，太飒了，喜欢 大同  显示地图 [组图共6张] 原图 ,无,无,2019-08-16 11:35 ,荣耀10青春版,206,2,27
I2sTuaZJG,思密达的团团饭,思密达的团团饭:香港废青攻击【#王嘉尔#】！【央视】点名支持他！ 思密达的团团饭的微博视频  ,无,无,2019-08-16 11:34 ,微博网页,30,0,0
I2sT6zgfL,中小企业主联谊会,中小企业主联谊会:#驻英大使记者会播香港局势短片#李光耀谈英国去殖民化的过程搞出印巴分治斯里兰卡民主化并谈到了美国向世界推广的民主自由 元芳八卦的微博视频  ,无,无,2019-08-16 11:33 ,iPhone X,79,61,10
I2sSZrBuD,小熊饼JX,小熊饼JX:#香港是中国的香港# 小熊饼JX的微博视频  ,无,无,2019-08-16 11:33 ,无敌小斧头Android,1,1,0
I2sSVkrha,港剧聚集地,港剧聚集地:#用滤镜看恐怖片#香港经典恐怖片《山村老尸》这是多少人的童年阴影啊﻿😨﻿别怕有讲解护体！#假如世界忘了披头士#  4分钟看《山村老尸》  ,无,无,2019-08-16 11:33 ,YOUKU精选视频,3,2,2
I2t4zfC91,Myanmar白面书生,Myanmar白面书生:#驻英大使记者会播香港局势短片#驻英大使刘晓明就香港问题举行发布会，谴责香港发生的暴力事件 Myanmar白面书生的微博视频  ,无,无,2019-08-16 12:01,无,2,1,1
I2t43ytQz,上海科技君,上海科技君:#驻英大使记者会播香港局势短片#老外怒怼示威者，香港属于中国🇨🇳 上海科技君的微博视频  ,无,无,2019-08-16 12:00 ,iPhone X,130,6,3
I2t40kNDk,香港有间道,香港有间道:#聊聊电影# 香港枪战电影：胡慧中，吴镇宇，高雄和西协美智子主演，精彩激烈。 香港有间道的微博视频  ,无,无,2019-08-16 12:00 ,微博网页,1,0,0
I2t3Up6ig,贵港网警巡查执法,贵港网警巡查执法:#贵小巡热点榜#【15日 |两位大陆老哥被废青围堵拦截，没想到被两位大哥反杠；面对消防安全，可不要慌；警惕电信和“校园贷”诈骗……】1、#香港市民发起联署声明#【我们是中国人🇨🇳】两位大陆老哥被废青围堵拦截，本来废青还想欺负一下，没想到被两位大哥反杠！详情请戳👉👉http://t.cn/AiHW1EbG2、【#开学前的恐慌症# 面对消防安全，可不要慌！】详情请戳👉👉http://t.cn/AiHW1E4n3、【警惕电信和“校园贷”诈骗】详情请戳👉👉http://t.cn/AiHW1Eb54、闹事时狂骂警察，被捕后立刻怂得痛哭，说家里还有母亲需要照顾…嗯，给你发个最佳女猪脚！详情请戳👉👉http://t.cn/AiHW1EbA5、民警说唱《撑港警》全网首发。详情请戳👉👉http://t.cn/AiHW1EGi6、#网约车爆燃致一死一伤# 【如何预防自燃及车辆自燃后的自救知识】详情请戳👉👉http://t.cn/AiHW1E4p7、【香港受够了！#香港市民发起联署声明提五大诉求#】详情请戳👉👉http://t.cn/AiHW1E4k8、【#各界谴责香港暴力事件#：香港已经走到重要关头，希望尽快止暴制乱！】详情请戳👉👉http://t.cn/AiHW1E4E ,无,无,2019-08-16 12:00 ,微博 weibo.com,5,3,0
I2t3U7t9a,株洲荷塘公安,株洲荷塘公安:#荷警播报# 超燃！基层干警创作说唱《撑港警》，他们想让香港同行知道：“我们挺你！” #香港机场恢复正常运作##香港机场给付国豪的致歉信#共青团中央的秒拍视频   ,无,无,2019-08-16 12:00 ,微博 weibo.com,7,4,1
I2t3U7t71,中国经营报,中国经营报:【敏感时刻，“港独”头目、反对派“狗头军师”获得保释了】#戴耀廷#，香港大学副教授，“占中三丑”之一，曾窜访台湾悍然叫嚣“ 港独”。因香港“占中”案被判囚16个月，在石壁监狱服刑。8月15日，上诉庭批准其保释。披着学者外衣“播独”的戴耀廷是乱港势力“狗头军师”， 他的动向需紧盯。 戳↓↓ http://t.cn/AiH0TCsg ,无,无,2019-08-16 12:00 ,微博 weibo.com,31,22,40
I2t3S6xKS,台湾热点视频,台湾热点视频:丢人！香港非法示威者霸占地铁 却嫌热大喊：开冷气！ 微丢的秒拍视频  ,无,无,2019-08-16 11:59 ,iPhone 7,28,9,34
I2t3239vA,丹琪_,丹琪_:#香港是中国的香港#𝙃𝙤𝙣𝙜 𝙆𝙤𝙣𝙜 𝙞𝙨 𝙥𝙖𝙧𝙩 𝙤𝙛 𝘾𝙝𝙞𝙣𝙖 𝙛𝙤𝙧𝙚𝙫𝙚𝙧🇨🇳 丹琪_的微博视频  ,无,无,2019-08-16 11:57 ,iPhone客户端,3,0,1
I2t2IgDYu,一只名叫宴知的居居,一只名叫宴知的居居:#香港是中国的香港##我们都有一个爱豆名字叫阿中# 🇨🇳 🇨🇳 🇨🇳    {\__/}     ( • . •)     />🇭🇰想要这个吗？    {\__/}      ( • - •)      🇭🇰< \ 这是我们中国的    🇨🇳🇨🇳🇨🇳 阿中勇敢飞 我们永相随！！  ,无,无,2019-08-16 11:57 ,前后2000万 OPPO R11,7,0,1
I2sShoLPs,出处挖掘机,出处挖掘机:纪录片《中英联合声明》揭秘香港回归始末  内涵污力蜀黍的微博视频  ,无,无,2019-08-16 11:31 ,小米MIX2S 全面屏,14,12,2
I2sS2lfHZ,CGTN,"CGTN:【#一个香港市民李嘉诚#买断香港报纸头版，明确表态反对暴力】Hong Kong business magnate Li Ka-shing bought front pages of Hong Kong-based Chinese language newspapers today, including Wen Wei Po and Ta Kung Pao, calling for love for the country and condemning violence during recent protests in the city. The name left on the page was “a Hong Kong citizen Li Ka-shing”.  #李嘉诚发声# 原图 ",无,无,2019-08-16 11:30 ,微博 weibo.com,116,34,70
I2sS0jnUD,姚嘉儿V,姚嘉儿V:#5人涉嫌侮辱国旗被香港警方拘捕#【香港警方已拘捕5名涉嫌机场非法集会的嫌疑人】8月14日，香港警方召开记者会表示，已拘捕5名涉嫌在香港国际机场非法集会的男性嫌疑人，年龄在17~28之间，其中两名嫌疑人涉嫌袭警和藏有攻击性武器。警方向媒体展示了激进示威者实施暴行的录像回放 江苏卫视新闻眼的微博视频  ,无,无,2019-08-16 11:30 ,微博云剪,9,1,1
I2sRJ9gd4,最新热点,最新热点:从内地来的香港新移民:大陆游客带动了香港经济，如果他们不来，香港靠什么呢？ 最新热点的微博视频  ,无,无,2019-08-16 11:30 ,微博 weibo.com,6,1,3
I2sRIwsVU,温江共青团,温江共青团:#我们都有一个爱豆名字叫阿中# 【“我是中国人，我骄傲！】”香港青少年与驻港官兵齐声《歌唱祖国》🇨🇳🇨🇳网友：感动！泪目！#煽动罢课的港独头子开学了#凌晨两点去背书的微博视频  ,无,无,2019-08-16 11:30 ,微博 weibo.com,43,3,3
I2sRHEdYe,人民随笔,人民随笔:#5人涉嫌侮辱国旗被香港警方拘捕##5人涉嫌侮辱国旗被香港警方拘捕#煽动近三千人瘫痪香港！幕后黑手曝光！他赴美卖港求荣！这么小的年龄，干这些事，真是缺少管教！ 万氏的微博视频  ,无,无,2019-08-16 11:30,无,73,12,41
I2sRho0x8,糗事小酱,糗事小酱:真是苦口婆心了#5人涉嫌侮辱国旗被香港警方拘捕##香港机场给付国豪的致歉信# 糗事小酱的微博视频  ,无,无,2019-08-16 11:28 ,每日糗事超话,91,28,26
I2sR8wpsc,京城最Lovely,京城最Lovely:#李嘉诚发声#这辈子最佩服周星驰，那时候香港都没回归，敢说这话也只有星爷了，看不起自己国家就是看不起自己。 京城最Lovely的微博视频  ,无,无,2019-08-16 11:28 ,微博会员限量版,52,4,4
I2sQl9w1L,江苏警官学院,江苏警官学院:#我也支持香港警察# 岂曰无衣，与子同袍！我们在江苏警官学院，我们为香港警察加油！14亿同胞，是东方之珠的坚强后盾。自古邪不压正，你们从来都不是孤军奋战！[加油]#香港警察我们挺你# 江苏警官学院的微博视频  ,无,无,2019-08-16 11:26 ,HUAWEI Mate 9,78,12,4
I2sY7phFj,焦点热搜,焦点热搜:网友投稿:实在看不下去，乘务员正常查票被爆粗，女乘务员发飙 焦点热搜的微博视频  #香港一人茶餐厅女老板#  ,无,无,2019-08-16 11:45 ,微博热点Android,227,29,90
I2sY3hM9S,风平浪静真诚到永远,风平浪静真诚到永远:香港机场高管探望并送上总裁致歉信：对付国豪遭遇万分歉意 风平浪静真诚到永远的微博视频  ,无,无,2019-08-16 11:45 ,华为手机,1,0,0
I2sXFkNxZ,娱乐噼啪点,娱乐噼啪点:#5人涉嫌侮辱国旗被香港警方拘捕#【香港警方已拘捕5名涉嫌机场非法集会的嫌疑人】8月14日，香港警方召开记者会表示，已拘捕5名涉嫌在香港国际机场非法集会的男性嫌疑人，年龄在17~28之间，其中两名嫌疑人涉嫌袭警和藏有攻击性武器。警方向媒体展示了激进示威者实施暴行的录像回放 江苏卫视新闻眼的微博视频  ,无,无,2019-08-16 11:44 ,微博云剪,4,1,0
I2sWFB5Hd,彭俊岳,彭俊岳:“香港市民李嘉诚”首度发声 以爱之义 止息怒愤#李嘉诚发声# 彭俊岳的微博视频  ,无,无,2019-08-16 11:42 ,HUAWEI Mate 9 Pro,3,2,8
I2sWE8unM,鳳凰禮品,鳳凰禮品:@凤凰卫视黃橙子 #鳳凰衛視##清明上河圖3.0數碼藝術香港展# 鳳凰禮品的微博视频  ,无,无,2019-08-16 11:42 ,iPhone客户端,5,0,1
I2sWBqMJr,娥眉一笑最倾城,娥眉一笑最倾城:#宋茜ins#发声：我爱中国，我爱香港，香港是中国的香港！好样的！ 娥眉一笑最倾城的微博视频  ,无,无,2019-08-16 11:42 ,微博网页,9,0,0
I2sWxjAcu,京城最Lovely,京城最Lovely:#5人涉嫌侮辱国旗被香港警方拘捕#香港废青甘当港独走狗，就不能好好反思么？我很想问问李铭柱被一帮追着骂叛国贼，汉奸是什么心情，和平盛世，土都埋到脖子了。 京城最Lovely的微博视频  ,无,无,2019-08-16 11:41 ,微博会员限量版,87,12,2
I2sWbqzFd,归尘于野-,归尘于野-:#5人涉嫌侮辱国旗被香港警方拘捕# 今天在神农架玩，一群伯伯阿姨们在神农顶歌唱，面对祖国的山河自豪之情溢于言表，对比香港的废青们辱国，实在悲哀 归尘于野-的微博视频  ,无,无,2019-08-16 11:41 ,OPPO Reno Z,95,2,0
I2sVWF9YV,长春说事,长春说事:#同城报料[超话]##5人涉嫌侮辱国旗被香港警方拘捕##5人涉嫌侮辱国旗被香港警方拘捕#煽动近三千人瘫痪香港！幕后黑手曝光！他赴美卖港求荣！这么小的年龄，干这些事，真是缺少管教！ 万氏的微博视频  ,无,无,2019-08-16 11:40 ,同城报料超话,15,4,11
I2sVR3Rll,吐槽夫,吐槽夫:香港国际机场，激进分子围攻老人，罔顾人伦，泯灭人性！#反暴力护香港##香港各界支持止暴制乱# 吐槽夫的微博视频  ,无,无,2019-08-16 11:40 ,Android,127,16,4
